CO82:, $65.37, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO66:, $97.46, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO12:, $39.67, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO60:, $26.21, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO58:, $55.78, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO55:, $80.52, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO38:, $66.92, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO07:, $21.84, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO97:, $43.82, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO29:, $58.49, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO25:, $55.84, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO96:, $30.52, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO70:, $14.16, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO03:, $68.67, Window: 2024-09-18 07:26:30 - 2024-09-18 07:27:00
CO26:, $66.7, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO65:, $89.73, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO45:, $10.99, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO85:, $61.04, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO90:, $20.02, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO92:, $47.12, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO74:, $39.379999999999995, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO21:, $35.87, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO63:, $28.71, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO24:, $151.51999999999998, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO43:, $118.42, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO67:, $84.97, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO91:, $40.25, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO11:, $78.77, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO49:, $63.83, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO83:, $54.92, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO15:, $73.74, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO88:, $54.33, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO39:, $64.61, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO52:, $53.96, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO50:, $36.61, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO86:, $18.8, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO05:, $136.13, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO19:, $59.83, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO14:, $73.28, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO62:, $13.32, Window: 2024-09-18 07:27:00 - 2024-09-18 07:27:30
CO26:, $20.24, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO81:, $30.71, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO44:, $52.83, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO45:, $55.7, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO16:, $34.54, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO33:, $26.13, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO94:, $90.93, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO89:, $28.05, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO90:, $31.26, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO21:, $49.05, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO29:, $33.47, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO25:, $45.53, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO67:, $116.36, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO11:, $44.25, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO15:, $31.24, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO39:, $116.21000000000001, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO50:, $110.78, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO86:, $48.2, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO61:, $50.92, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO09:, $89.2, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO77:, $82.92, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO28:, $19.91, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO10:, $14.02, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO73:, $74.5, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO20:, $49.71, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO06:, $83.86, Window: 2024-09-18 07:27:30 - 2024-09-18 07:28:00
CO37:, $98.98, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO44:, $53.04, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO01:, $10.28, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO00:, $69.61, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO31:, $57.52, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO90:, $70.95, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO56:, $30.81, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO23:, $89.37, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO82:, $74.85, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO12:, $32.01, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO58:, $81.95, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO38:, $40.54, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO24:, $62.49, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO43:, $53.54, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO15:, $53.94, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO88:, $39.6, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO39:, $66.21, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO05:, $72.94, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO14:, $81.65, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO62:, $68.8, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO77:, $42.26, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO10:, $179.70999999999998, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO48:, $51.93, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO08:, $40.74, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO64:, $47.45, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO79:, $59.12, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO98:, $59.58, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO87:, $16.73, Window: 2024-09-18 07:28:00 - 2024-09-18 07:28:30
CO77:, $61.18, Window: 2024-09-18 07:28:30 - 2024-09-18 07:29:00
CO64:, $29.78, Window: 2024-09-18 07:28:30 - 2024-09-18 07:29:00
CO47:, $50.5, Window: 2024-09-18 07:28:30 - 2024-09-18 07:29:00
CO34:, $42.38, Window: 2024-09-18 07:28:30 - 2024-09-18 07:29:00
